#;H1;H2;H3;H4;H5;H6;H7;M1;M2;M3;M4;M5;M6;L1;L2;L3;L4;L5;L6;L7
11739;1;2;3;4;9;16;19;20;26;27;29;32;36;38;50;52;61;62;69;70
11740;6;7;9;10;12;17;18;24;33;37;39;41;47;49;52;55;56;62;65;70
11741;1;3;5;7;14;15;16;18;24;25;26;33;36;37;40;45;47;49;50;58
11742;2;4;18;23;26;28;32;33;35;36;39;43;50;51;54;56;61;64;66;70
11743;2;4;5;7;16;25;30;32;35;40;42;44;45;49;51;61;62;63;65;69
11744;2;6;7;10;14;15;16;17;18;31;38;41;42;45;46;53;55;59;62;69
11745;4;8;11;12;17;19;26;29;30;32;36;41;43;52;53;57;61;67;69;70
11746;1;4;5;6;7;8;11;13;14;17;24;37;40;45;49;51;54;56;59;70
11747;5;12;13;15;21;22;23;24;27;33;37;38;42;56;57;61;62;64;66;68
11748;1;2;7;12;16;17;18;23;24;25;32;33;40;44;47;52;59;65;66;69
11749;3;8;11;12;13;22;26;27;30;32;35;40;41;44;46;48;53;60;67;68
11750;6;14;16;19;20;27;30;37;39;46;55;56;57;58;59;61;62;64;66;68
11751;1;7;11;15;18;19;20;22;23;24;26;32;34;43;50;58;61;62;68;69
11752;3;6;10;12;15;19;21;24;26;28;29;39;48;49;51;58;62;67;68;70
11753;2;3;4;8;9;10;14;16;29;37;41;45;51;55;58;60;61;63;64;70
11754;1;2;8;12;17;20;22;25;26;27;32;36;47;50;55;58;59;61;64;68
11755;4;7;13;16;28;30;33;35;38;39;44;46;48;51;56;57;64;65;66;70
11756;4;7;10;11;12;19;21;22;29;36;37;38;46;52;53;56;57;63;64;70
11757;5;7;9;10;11;13;14;17;24;27;29;31;36;37;42;52;58;62;63;68
11758;7;10;14;19;20;22;23;26;31;33;42;44;45;47;50;52;61;63;65;66
11759;2;4;5;13;14;17;20;24;29;30;38;39;44;47;55;59;62;64;66;68
11760;7;9;13;15;21;25;27;29;34;42;44;47;48;49;51;54;55;66;68;70
11761;11;19;20;21;25;26;27;28;32;43;47;52;55;58;60;65;66;68;69;70
11762;6;17;19;22;23;24;26;31;33;35;44;45;48;50;51;53;55;59;61;62
11763;6;9;14;18;19;20;23;27;34;36;37;40;42;46;48;50;54;57;59;63
11764;1;2;4;9;12;16;20;29;36;38;43;46;47;52;53;57;60;65;68;69
11765;1;4;5;6;10;11;13;17;22;27;38;39;41;42;43;48;51;53;58;62
11766;1;8;10;11;17;23;25;32;34;36;42;45;47;51;57;58;63;64;66;68
11767;1;6;12;20;30;32;42;44;48;49;50;51;55;57;58;60;64;65;66;67
11768;3;4;9;10;11;12;14;15;20;23;24;25;29;30;37;45;50;56;67;70
11769;2;4;5;9;11;19;23;28;31;34;35;38;43;56;58;59;64;65;68;70
11770;3;8;9;13;16;17;18;19;28;30;33;36;44;48;49;51;53;55;57;60
11771;2;4;5;6;9;17;20;26;27;30;31;36;37;40;52;58;60;63;67;68
11772;1;7;9;13;15;17;19;21;26;28;29;32;39;41;47;49;52;58;65;69
11773;1;6;7;12;13;14;16;21;27;30;37;50;54;57;59;60;61;66;67;68
11774;1;3;4;9;11;13;15;16;21;22;26;30;35;36;42;49;54;56;63;65
11775;5;7;11;13;14;17;19;20;26;30;31;32;40;49;56;57;58;64;66;68
11776;1;5;8;14;15;18;20;23;24;25;32;33;34;36;39;47;50;53;59;60
11777;4;8;10;18;19;20;22;33;39;44;47;48;54;57;58;59;60;65;66;70
11778;3;8;9;10;12;14;18;22;37;38;39;42;45;48;50;51;53;54;59;65
11779;5;7;9;10;11;19;21;22;26;29;39;42;44;46;48;51;54;58;67;70
11780;7;11;12;18;20;23;24;33;34;37;40;49;50;51;53;56;66;68;69;70
11781;11;13;20;21;23;26;27;30;34;35;52;53;56;57;59;62;64;66;68;70
11782;1;3;11;13;14;19;21;26;28;31;45;47;49;56;57;59;61;64;68;69
11783;4;6;10;12;16;19;30;34;36;41;42;45;46;48;53;59;62;63;66;67
11784;7;9;11;12;14;15;20;21;24;25;27;36;38;48;54;58;59;63;65;70
11785;2;4;9;10;12;20;26;28;31;34;36;38;41;43;48;51;52;54;61;64
11786;2;3;6;16;18;23;26;31;32;33;42;46;47;51;52;55;58;62;64;67
11787;4;7;9;11;12;13;14;17;18;23;26;33;34;37;38;40;48;57;65;68
11788;1;6;7;9;15;20;21;22;23;26;29;30;32;39;40;42;45;57;61;64
11789;3;6;7;12;16;17;18;20;23;24;33;34;35;36;45;49;59;65;67;68
11790;3;4;6;11;12;23;25;28;30;32;33;37;40;43;44;49;59;61;63;65
11791;3;11;13;21;22;25;27;28;32;36;43;44;45;46;48;50;51;57;65;69
11792;7;8;24;25;27;33;40;41;45;48;49;56;57;60;62;64;65;66;67;68
11793;4;5;7;12;18;19;27;28;35;40;42;48;49;58;59;60;61;62;63;64
11794;5;6;18;19;22;25;26;31;36;37;38;39;46;48;54;63;64;66;67;70
11795;5;9;10;17;22;23;26;31;34;36;41;44;47;50;56;59;60;61;65;70
11796;9;11;14;16;18;22;27;29;33;35;45;48;52;56;58;59;61;62;66;68
11797;6;10;11;17;22;24;26;27;31;36;38;40;43;49;53;56;58;60;62;70
11798;3;9;11;12;16;17;21;22;23;26;28;32;33;42;46;49;50;56;65;69
11799;8;9;12;16;20;23;26;27;28;32;41;42;43;44;45;47;53;56;60;69
11800;1;2;5;11;16;21;24;26;27;33;36;38;40;44;48;49;55;59;63;70
11801;4;6;7;11;19;23;24;26;27;31;39;45;46;48;54;56;57;61;65;70
11802;2;3;6;11;13;17;18;21;25;35;36;44;45;49;54;55;58;60;63;69
11803;1;6;9;15;19;30;31;32;33;35;40;43;44;46;49;57;60;67;69;70
11804;2;12;13;17;20;25;33;34;35;36;44;48;51;54;55;57;58;60;64;67
11805;5;7;11;19;24;27;33;34;38;40;41;43;45;52;56;58;61;65;67;69
11806;2;3;6;14;20;23;26;27;30;34;36;40;45;48;53;62;64;65;66;67
11807;1;5;8;17;20;25;28;29;30;40;48;49;51;53;55;61;64;68;69;70
11808;4;8;9;16;19;20;21;23;25;26;27;37;38;45;48;53;54;55;67;70
11809;3;7;8;12;17;20;29;31;33;35;39;40;42;49;55;58;63;64;65;69
11810;15;20;28;30;31;33;35;36;38;43;45;52;54;55;56;61;62;64;66;67
11811;2;3;4;7;10;15;20;22;23;30;32;33;50;52;55;56;57;66;67;68
11812;11;14;16;18;20;22;24;26;41;43;53;54;56;59;60;61;63;64;68;70
11813;1;4;6;9;13;19;20;21;22;23;30;33;37;38;39;44;45;55;61;68
11814;1;3;6;9;13;14;16;29;31;33;35;41;46;51;52;54;57;60;62;63
11815;12;15;16;17;22;24;27;30;37;39;40;41;45;46;47;54;57;61;62;63
11816;3;4;7;8;9;14;19;28;32;35;37;38;39;42;47;48;49;54;62;64
11817;3;6;7;14;15;19;22;25;30;31;34;38;45;48;49;50;52;60;61;66
11818;1;3;5;6;13;22;24;28;33;35;36;43;45;46;51;52;53;55;56;70
11819;2;3;4;7;19;25;26;32;34;41;43;47;50;51;53;57;64;65;67;68
11820;9;10;12;13;14;15;16;21;24;33;43;44;49;50;51;52;64;66;67;70
11821;2;7;9;11;12;13;17;20;21;23;24;28;30;31;36;52;53;56;60;66
11822;2;3;5;7;8;11;12;15;24;27;28;31;40;47;58;61;62;66;67;68
11823;1;6;8;14;15;17;21;26;39;40;43;45;47;48;51;54;55;63;68;70
11824;1;4;6;12;15;17;18;22;25;28;29;31;33;41;48;50;51;52;54;58
11825;1;3;7;12;18;21;22;24;33;34;45;46;48;53;54;58;59;60;67;69
11826;6;10;14;16;18;20;21;23;30;37;45;47;48;56;57;59;61;62;65;66
11827;5;7;8;10;11;14;20;23;25;28;36;37;41;51;57;62;65;67;68;70
11828;1;3;5;6;11;14;17;21;22;27;39;41;44;51;56;61;62;64;65;68
11829;1;7;10;11;13;16;22;29;32;43;46;49;51;52;56;59;62;63;64;69
11830;2;4;8;9;11;17;22;24;25;26;31;38;42;44;55;60;63;66;67;69
11831;2;3;4;5;8;10;11;12;13;24;34;42;43;45;50;51;52;55;64;67
11832;2;10;11;18;20;31;32;34;37;43;44;46;47;49;51;56;57;58;64;66
11833;10;14;26;33;34;36;38;42;43;46;49;50;51;54;57;59;60;62;69;70
11834;2;10;11;16;23;24;26;28;29;31;43;45;47;50;52;56;58;59;66;67
11835;1;7;8;10;13;15;18;19;23;32;33;37;46;51;52;53;56;57;62;64
11836;12;17;18;21;31;32;33;35;38;39;40;44;46;47;50;51;55;56;60;62
11837;7;15;16;18;20;27;30;32;35;38;42;47;49;51;54;55;57;58;63;66
11838;2;8;9;10;13;14;18;20;22;23;28;34;43;47;48;52;59;62;63;64
11839;1;2;8;16;23;27;30;33;34;38;39;42;43;48;51;58;64;66;68;70
11840;5;6;7;16;18;24;25;27;30;35;42;48;50;59;60;62;63;66;67;70
11841;4;7;12;18;25;26;35;38;41;42;43;44;46;47;53;59;64;66;67;69
11842;2;3;5;10;11;17;24;25;26;29;30;31;33;34;39;46;48;53;57;66
11843;6;8;16;18;24;25;29;31;32;33;34;35;43;45;48;50;59;63;65;67
11844;6;15;18;23;25;27;28;31;34;39;43;44;45;51;57;63;66;68;69;70
11845;1;3;4;6;8;11;13;28;29;34;35;38;44;50;52;56;59;61;67;70
11846;5;6;9;12;14;17;28;29;34;40;43;47;51;52;54;58;59;60;67;68
11847;2;9;13;14;17;20;26;28;31;33;37;38;46;50;55;57;59;63;69;70
11848;1;4;6;7;8;9;10;11;14;19;28;34;39;49;51;52;55;63;67;68
11849;3;7;10;12;23;27;28;32;38;51;53;55;56;57;60;61;62;63;66;70
11850;4;8;9;10;11;14;16;17;20;25;28;34;35;36;38;39;40;43;54;62
11851;2;4;16;17;19;20;28;31;32;35;36;38;41;42;43;48;54;56;59;69
11852;1;3;5;7;13;15;19;21;27;33;41;42;45;48;59;60;61;63;65;70
11853;3;6;7;14;20;24;27;28;32;38;51;54;56;59;60;62;63;66;68;69
11854;4;5;7;9;10;19;20;29;31;34;35;37;38;39;42;47;49;51;61;65
11855;8;9;11;15;20;22;24;31;38;43;45;46;49;53;54;56;57;63;64;68
11856;2;3;5;10;23;31;36;38;46;48;49;51;55;56;57;59;60;61;65;70
11857;12;18;19;24;26;28;30;33;36;40;47;48;49;56;58;60;63;64;66;67
11858;1;3;8;11;12;13;15;22;26;27;34;36;42;45;49;52;61;62;68;69
11859;1;18;19;20;27;31;34;35;36;38;41;43;44;46;53;54;55;60;66;68
11860;1;10;21;23;24;29;34;35;36;37;39;41;47;51;53;54;59;60;61;66
11861;2;6;7;9;11;16;25;27;30;31;35;43;45;47;50;52;59;64;66;67
11862;6;21;22;25;32;35;37;42;43;44;45;46;47;49;50;55;59;63;68;69
11863;2;4;6;7;10;11;16;32;41;45;46;48;49;53;54;55;62;63;66;68
11864;10;11;14;16;19;21;22;36;38;39;41;47;49;51;52;55;61;67;69;70
11865;2;4;11;18;19;21;22;28;29;31;34;35;45;55;56;57;60;62;64;70
11866;4;6;8;10;14;18;21;27;28;36;37;40;41;47;56;57;58;62;65;68
11867;2;5;9;17;18;23;25;29;30;32;40;45;49;55;56;58;59;62;65;66
11868;1;5;7;10;20;24;30;31;33;34;39;41;43;47;49;50;61;65;68;69
11869;1;4;7;9;12;14;16;17;18;22;26;34;43;44;50;52;53;59;60;62
11870;6;8;9;10;12;15;18;19;24;28;29;32;38;40;47;49;50;52;67;70
11871;2;4;9;11;13;17;22;23;29;30;34;36;43;52;55;57;64;65;66;69
11872;3;8;12;16;22;23;26;27;28;31;32;39;40;42;48;50;52;57;60;68
11873;1;11;12;19;20;22;26;28;30;34;36;46;48;50;60;61;62;64;66;67
11874;2;6;8;15;17;24;35;36;38;42;43;44;48;50;54;55;56;58;63;64
11875;2;9;10;18;21;23;24;29;30;32;34;35;51;56;61;62;63;68;69;70
11876;1;4;8;10;12;13;16;17;20;24;30;32;35;39;41;50;54;58;61;65
11877;3;4;6;12;20;21;22;24;27;32;33;42;43;48;56;61;63;66;68;70
11878;15;17;23;33;34;35;36;37;44;45;46;47;51;52;57;59;61;63;67;70
11879;4;5;16;23;27;28;31;32;33;42;45;47;49;50;54;56;57;58;62;67
11880;3;15;17;26;27;31;32;34;35;36;42;44;45;48;49;55;58;59;65;68
11881;4;8;17;18;23;24;26;27;30;31;32;34;41;43;48;49;51;55;58;65
11882;1;4;7;8;9;16;20;29;32;38;45;48;50;51;52;59;60;63;64;69
11883;1;9;21;26;27;28;29;34;38;39;40;44;45;46;47;52;56;61;64;67
11884;1;2;5;6;7;16;17;24;26;32;35;36;37;44;47;49;50;51;60;68
11885;2;3;13;25;27;35;38;39;41;44;49;50;54;57;62;63;65;67;68;70
11886;1;4;13;14;17;18;19;21;30;31;36;37;40;51;56;57;59;63;67;69
11887;1;7;9;12;17;19;23;30;32;33;35;47;50;52;54;55;56;60;61;69
11888;2;6;10;16;18;26;33;34;37;46;54;55;56;57;61;62;64;66;67;68
11889;4;5;6;9;15;24;25;27;43;45;48;50;52;54;55;58;60;63;64;67
11890;4;8;10;14;16;17;18;25;30;32;36;43;51;53;55;59;61;63;64;65
11891;3;9;12;15;16;26;29;32;39;45;50;52;53;54;55;58;62;64;65;70
11892;2;4;7;9;12;13;16;21;23;30;31;32;36;39;42;49;52;57;64;68
11893;2;5;11;12;15;17;20;24;32;45;48;52;53;54;57;61;62;63;66;67
11894;2;3;8;11;13;14;21;24;25;28;29;32;36;39;46;47;57;65;67;69
11895;3;7;9;10;12;17;18;20;24;27;31;34;37;39;41;49;50;54;56;57
11896;8;9;18;21;23;27;29;30;32;34;43;45;50;52;56;57;58;60;68;70
11897;2;5;7;12;15;16;27;28;29;34;39;42;45;51;57;63;65;66;69;70
11898;1;2;6;10;13;14;17;23;26;27;30;31;43;46;51;52;63;64;65;69
11899;3;6;9;11;19;20;27;30;37;39;43;44;45;46;47;48;54;58;60;69
11900;4;8;14;16;20;21;26;28;33;37;43;51;53;56;57;61;64;65;68;70
11901;2;3;15;20;21;22;27;32;33;34;35;42;43;44;50;51;52;59;62;64
11902;1;4;5;14;15;17;18;20;22;28;31;35;40;42;43;45;55;61;62;63
11903;1;2;3;8;11;12;19;20;21;25;31;32;37;38;40;42;50;62;64;67
11904;6;7;12;13;18;19;20;24;27;28;36;38;42;48;50;51;54;60;63;66
11905;1;6;9;10;14;16;18;19;21;26;27;29;31;41;46;48;56;60;62;68
11906;2;4;7;10;12;14;15;16;23;25;27;29;32;40;41;43;60;67;68;70
11907;4;6;16;19;30;31;33;34;40;48;49;55;57;58;62;63;66;67;68;69
11908;2;6;10;11;20;21;22;25;31;35;36;38;40;43;50;52;55;64;69;70
11909;3;5;11;12;16;27;32;37;39;40;46;47;49;52;53;58;59;64;69;70
11910;10;13;17;19;21;26;27;30;32;33;34;36;38;47;49;51;57;60;65;69
11911;3;8;9;10;21;24;30;34;44;45;46;47;52;58;60;65;66;67;68;69
11912;3;6;10;17;18;21;28;31;40;42;43;47;49;50;54;55;56;57;60;70
11913;12;18;23;28;34;35;36;37;43;44;48;49;51;52;56;57;59;62;68;70
11914;5;6;7;12;15;20;23;26;27;30;33;35;53;55;56;60;62;65;67;70
11915;7;11;12;14;23;25;29;39;40;41;49;50;51;53;54;55;59;61;63;69
11916;8;10;13;14;18;20;22;30;31;34;35;36;39;41;48;53;58;63;66;69
11917;12;14;19;26;28;31;33;34;35;37;41;48;51;52;54;57;65;66;68;69
11918;2;4;11;12;15;19;27;28;29;31;32;33;37;41;48;49;58;59;61;68
11919;3;5;12;15;17;18;21;24;26;27;29;30;36;38;40;57;60;62;65;66
11920;1;4;6;7;8;14;15;17;20;23;25;27;35;38;48;50;59;60;65;69
11921;3;12;15;18;20;26;27;28;34;36;39;41;42;43;47;48;51;53;57;69
11922;3;5;7;8;9;13;15;17;18;25;31;32;35;36;39;45;47;48;55;59
11923;1;3;4;5;7;10;18;23;24;40;41;44;45;51;58;61;65;66;69;70
11924;1;4;5;7;11;14;17;23;24;25;30;35;40;44;45;48;51;54;58;67
11925;5;15;19;24;26;29;31;32;34;35;37;47;49;51;53;55;61;63;67;69
11926;3;5;8;11;14;15;17;21;28;29;32;33;38;40;45;46;49;59;64;68
11927;4;8;11;12;17;22;24;31;34;41;42;45;46;47;50;51;62;64;66;68
11928;1;8;9;10;15;20;26;27;31;32;39;42;44;50;57;58;61;63;66;68
11929;4;6;15;17;20;25;27;29;32;34;36;39;40;43;54;61;62;63;66;68
11930;3;7;10;12;18;19;24;25;29;31;35;47;49;52;57;59;61;66;67;70
11931;1;2;14;15;18;22;27;29;32;36;38;39;43;47;53;54;57;59;63;69
11932;5;13;16;18;20;25;26;28;31;36;37;39;41;48;60;62;65;67;68;70
11933;1;3;4;11;15;16;17;29;31;33;36;38;41;44;46;53;54;56;61;65
11934;1;4;5;10;12;15;19;21;24;27;29;34;35;44;46;51;52;55;66;69
11935;4;8;17;18;19;20;23;24;27;28;33;37;42;44;52;54;55;56;59;67
11936;4;9;11;16;20;21;31;35;39;40;44;50;53;54;57;59;61;62;66;68
11937;9;10;12;13;14;15;19;21;27;38;43;47;48;49;56;58;60;62;63;68
11938;8;9;10;12;18;20;23;25;28;33;35;39;40;42;43;52;57;60;64;66
11939;3;5;11;12;13;19;22;25;28;32;37;38;40;41;44;47;48;59;65;70
11940;2;9;12;13;14;16;17;22;24;27;32;39;43;49;52;53;54;59;67;69
11941;6;10;11;12;16;25;26;35;38;44;46;49;51;53;54;59;63;64;67;70
11942;2;6;8;9;13;16;19;22;24;26;34;39;41;46;48;52;53;58;60;68
11943;1;4;14;15;16;21;27;28;30;31;33;39;41;43;44;45;46;49;63;65
11944;2;5;8;15;17;19;20;24;32;35;39;43;44;46;48;55;57;64;65;67
11945;1;3;4;5;6;7;12;16;18;26;35;39;42;43;44;50;53;61;64;69
11946;12;17;23;25;26;27;31;38;39;41;42;43;44;47;50;52;58;59;62;68
11947;1;3;4;8;9;10;14;15;21;27;29;35;41;43;48;50;58;63;64;68
11948;4;5;6;8;13;16;17;18;22;26;27;32;37;38;54;55;59;60;65;67
11949;1;5;8;9;10;27;29;35;40;41;43;48;50;51;52;57;63;64;67;68
11950;3;4;6;9;12;13;16;23;24;30;31;38;44;46;49;51;53;60;64;70
11951;2;5;6;7;9;17;21;22;24;27;32;34;36;40;42;45;46;47;60;67
11952;2;6;7;13;21;27;32;35;39;42;43;46;50;52;53;56;57;58;66;70
11953;8;12;19;23;27;28;34;35;36;41;43;45;46;47;48;51;59;65;66;68
11954;3;6;9;13;20;23;24;26;35;37;38;42;45;51;53;59;60;61;65;70
11955;2;6;11;16;23;24;26;27;31;34;35;41;43;45;53;55;62;64;68;69
11956;1;4;6;7;11;16;19;23;24;25;26;27;32;36;41;49;54;57;63;65
11957;2;3;11;12;13;16;19;27;29;30;38;44;45;47;50;53;60;65;66;68
11958;4;7;9;13;19;21;22;23;24;27;29;33;38;39;41;49;59;60;66;69
11959;4;6;9;10;22;26;30;33;34;41;49;53;54;57;59;62;65;66;67;70
11960;10;11;13;15;17;21;23;26;28;33;35;36;37;38;41;55;56;57;64;69
11961;1;2;5;7;11;12;13;18;27;43;46;49;50;51;54;57;58;59;66;67
11962;4;13;17;22;23;25;26;27;38;43;46;47;51;52;57;60;61;63;64;65
11963;5;7;8;9;16;18;24;27;32;34;39;40;52;53;54;56;57;58;60;70
11964;1;2;5;19;23;29;31;32;38;41;43;46;50;51;54;60;61;62;67;70
11965;8;11;12;15;18;24;34;37;40;42;43;50;52;54;55;63;64;65;66;67
11966;7;9;11;26;31;32;34;35;37;40;41;42;43;51;52;54;56;58;61;67
11967;7;9;10;11;13;15;16;17;29;30;41;50;52;53;59;61;63;64;66;70
11968;4;7;8;12;14;15;23;26;28;29;33;37;40;47;49;52;54;61;65;66
11969;5;10;11;14;17;25;31;33;35;52;54;55;56;58;60;61;67;68;69;70
11970;3;5;14;18;19;23;33;36;37;38;39;40;46;53;57;58;60;61;66;68
11971;2;3;9;11;15;19;22;23;28;31;36;40;44;48;49;50;55;56;57;66
11972;3;8;9;13;16;19;20;21;23;24;28;36;42;51;53;57;58;59;62;63
11973;1;4;5;13;17;18;20;26;40;43;44;46;48;51;52;58;64;65;66;67
11974;2;5;6;7;10;21;22;23;24;30;37;40;45;50;56;58;59;65;66;67
11975;4;12;13;16;17;19;20;22;25;33;36;38;40;47;50;56;58;60;66;69
11976;1;7;13;15;16;21;25;27;28;34;45;49;51;52;54;56;57;62;63;67
11977;6;10;11;13;14;19;23;33;34;35;36;39;40;42;47;50;53;58;63;65
11978;2;3;13;16;20;21;32;33;36;42;43;45;46;47;50;59;61;64;66;70
11979;6;7;12;15;21;35;37;38;39;41;42;47;49;52;54;58;59;63;65;66
11980;2;6;7;10;19;20;23;29;31;32;33;34;37;44;45;50;51;59;69;70
11981;4;10;12;14;15;29;32;40;43;44;48;51;54;60;62;64;65;68;69;70
11982;4;7;12;13;15;18;29;32;35;36;40;42;43;45;47;49;54;55;59;68
11983;1;4;6;7;12;25;33;36;37;38;41;42;55;58;61;64;66;67;69;70
11984;1;4;13;16;18;21;27;34;37;42;43;53;55;56;57;59;63;65;66;70
11985;14;16;18;20;21;27;31;32;33;37;39;40;43;44;46;54;55;62;67;69
11986;2;5;6;11;14;16;18;20;25;32;35;38;40;41;43;46;51;57;58;59
11987;3;7;9;13;16;17;21;31;32;34;37;40;41;46;48;52;56;58;62;67
11988;1;2;3;4;10;13;14;18;23;26;30;31;38;46;47;58;62;66;67;69
11989;2;6;11;18;19;20;25;26;33;35;37;39;40;43;50;51;54;58;64;68
11990;1;2;6;7;15;19;24;29;36;42;44;45;46;52;55;56;57;63;64;67
11991;1;7;9;14;17;19;28;29;34;45;46;52;54;55;57;58;61;62;63;66
11992;2;4;7;9;13;15;18;20;21;27;32;33;48;49;54;55;58;67;68;69
11993;2;6;12;14;15;19;20;21;23;25;31;32;34;37;38;45;47;59;68;69
11994;2;3;5;8;9;10;13;16;20;22;34;38;41;43;45;50;51;60;62;65
11995;1;2;3;7;8;12;14;15;20;24;25;26;32;42;44;46;47;56;61;69
11996;5;16;21;23;27;28;37;39;40;41;42;43;45;48;49;55;57;59;62;70
11997;3;8;14;16;17;18;19;24;32;35;36;39;50;52;53;56;57;62;64;69
11998;2;5;6;12;13;14;17;22;23;24;28;40;46;47;48;51;53;54;55;69
11999;1;4;8;9;10;14;21;31;35;39;42;48;50;51;53;54;55;56;61;66
12000;4;6;10;18;20;35;38;40;42;45;46;48;52;53;55;57;58;60;66;68
12001;2;7;12;20;25;30;31;32;37;38;40;42;47;48;51;53;54;55;66;68
12002;5;8;11;12;13;15;21;23;27;34;35;37;39;41;43;46;49;67;69;70
12003;10;11;12;16;18;19;24;31;32;41;43;44;48;50;54;56;62;66;68;69
12004;1;4;9;17;23;24;28;35;39;42;47;51;54;55;56;59;63;66;68;70
12005;1;2;5;6;8;10;17;24;26;33;34;39;40;46;52;54;56;61;64;68
12006;2;5;6;8;12;14;15;19;26;30;31;37;40;41;43;47;59;61;65;68
12007;1;7;10;12;18;24;32;33;34;45;47;52;53;55;56;59;60;64;65;66
12008;5;15;18;26;29;31;35;36;37;45;46;47;50;52;56;57;58;61;64;68
12009;3;13;15;17;21;30;35;36;38;40;44;45;46;50;56;57;58;63;66;68
12010;1;2;7;12;20;21;23;25;37;38;41;42;44;47;51;56;58;59;60;68
12011;1;4;5;7;12;13;17;21;26;29;35;37;38;43;46;47;50;58;62;64
12012;1;2;5;9;10;21;24;25;30;32;34;46;47;49;50;54;55;56;61;65
12013;2;4;8;9;11;14;19;23;28;30;33;40;44;47;50;53;62;66;68;69
12014;3;6;10;11;16;19;21;25;28;33;35;37;38;42;44;49;51;56;61;64
12015;3;7;9;12;14;15;20;21;30;38;44;52;56;57;58;61;62;67;68;70
12016;5;15;16;17;18;19;21;22;27;29;34;37;49;51;53;54;55;64;65;66
12017;2;6;21;24;28;29;31;36;39;40;44;46;48;51;52;56;58;61;62;67
12018;1;4;5;9;10;12;13;18;24;25;28;29;31;37;39;46;50;51;61;63
12019;4;5;9;14;16;20;21;29;32;33;34;35;41;47;48;50;51;53;66;69
12020;1;5;6;11;12;16;20;21;23;25;27;28;31;32;33;40;42;47;56;61
12021;1;3;9;10;13;15;18;19;24;26;30;33;39;45;50;60;62;63;67;69
12022;4;8;14;15;17;20;21;24;26;27;32;34;43;49;51;57;58;60;63;66
12023;2;6;12;13;14;16;20;23;24;35;39;41;43;46;48;55;58;64;65;67
12024;4;5;9;10;16;18;20;21;24;33;37;38;41;42;45;47;49;56;57;69
12025;1;7;9;17;18;20;26;28;32;34;37;38;41;47;50;60;61;67;69;70
12026;4;5;10;14;21;24;25;27;28;30;32;33;42;49;59;62;63;65;66;69
12027;2;9;12;13;17;27;31;32;35;38;39;47;48;53;57;59;63;64;66;70
12028;1;4;8;13;15;23;24;28;30;33;34;36;41;42;46;48;55;57;65;69
12029;1;5;7;8;16;25;26;29;31;32;33;39;45;46;52;54;57;66;67;70
12030;8;9;12;15;16;24;26;31;34;42;45;47;48;54;55;59;63;65;68;70
12031;3;4;5;10;11;16;19;23;25;30;36;37;39;40;44;54;59;61;65;69
12032;7;11;23;24;25;30;32;37;42;43;46;47;49;51;52;56;57;58;63;70
12033;1;2;7;8;9;17;20;25;28;30;31;32;45;48;49;51;56;57;61;69
12034;1;2;12;14;15;22;25;26;29;32;34;35;36;37;40;45;47;54;58;59
12035;1;6;7;12;16;20;21;26;30;33;34;35;37;48;50;54;57;60;63;68
12036;1;4;5;6;9;15;17;22;34;40;44;49;53;58;59;60;62;63;69;70
12037;4;5;8;11;14;18;21;22;24;27;29;35;38;47;52;53;56;57;66;67
12038;3;5;8;10;15;16;17;18;21;22;23;25;27;29;33;37;47;48;49;60
12039;1;2;7;8;9;15;18;19;22;23;33;34;37;44;45;47;52;61;68;70
12040;1;4;6;7;8;13;14;17;22;29;32;37;45;50;57;58;60;65;68;70
12041;1;3;9;14;17;18;20;23;27;28;34;39;40;41;45;47;50;56;58;63
12042;4;11;17;19;20;23;28;33;35;37;48;51;52;55;56;58;59;60;65;70
12043;3;7;9;11;12;14;16;21;25;26;28;32;36;39;40;42;47;63;65;68
12044;5;11;19;20;23;26;27;28;30;35;41;44;45;49;50;52;55;56;58;59
12045;2;6;7;9;10;12;19;26;28;34;35;36;38;43;49;51;53;61;64;67
12046;2;3;5;7;10;15;22;24;28;29;30;32;38;39;40;43;48;52;53;67
12047;6;7;8;10;11;14;16;23;26;35;37;38;41;42;59;65;67;68;69;70
12048;2;7;14;15;17;22;31;34;36;37;40;41;46;49;50;54;55;57;58;68
12049;1;4;6;8;10;13;19;20;27;29;33;34;39;45;46;51;52;57;61;68
12050;2;5;10;11;21;22;25;39;41;43;44;50;55;57;60;61;64;65;67;69
12051;1;7;9;10;15;17;21;22;25;33;38;45;46;47;52;63;64;65;69;70
12052;1;2;6;9;14;15;17;18;23;27;37;40;41;50;57;58;59;62;64;66
12053;2;9;13;14;18;19;21;24;25;28;31;33;34;35;36;49;52;55;59;61
12054;5;7;9;12;16;23;28;29;32;36;39;41;42;45;48;49;50;53;67;69
12055;2;7;9;11;13;14;19;24;26;29;48;50;51;52;53;57;59;63;65;69
12056;4;8;10;11;18;27;28;29;32;33;41;46;48;50;56;60;62;63;67;70
12057;2;7;11;14;26;27;30;31;35;37;42;51;57;60;61;63;64;65;68;69
12058;10;17;22;26;32;34;36;37;40;43;47;52;53;55;56;57;58;59;63;68
12059;4;10;11;12;15;21;31;32;33;37;40;41;45;46;55;56;58;64;67;69
12060;2;8;9;21;23;30;31;33;34;35;40;45;47;49;50;53;61;64;67;68
12061;3;4;7;13;24;26;27;30;32;36;37;44;48;52;53;56;59;61;66;68
12062;6;16;20;21;24;25;27;29;33;34;39;41;45;47;57;58;59;64;65;70
